State Name,Date,All-Reported Spending per Child (2023 Dollars),State Spending per Child (2023 Dollars),Total All-Reported Spending (2023 Dollars),Total State Pre-K Spending (2023 Dollars),Year,Number of 3-year-olds Enrolled in State Pre-K,Number of 4-year-olds Enrolled in State Pre-K,Percentage of 3-year-olds Enrolled in State Pre-K,Percentage of 4-year-olds Enrolled in State Pre-K,Total State Pre-K Enrollment,Standards Met,percentage
Oregon,2023-01-01,18369.38,18369.38,189067971.09,189067971.09,2023,4857.0,6678.0,12.0,16.0,11720.0,7.5,75.0
Pennsylvania,2005-01-01,11377.86,10714.22,46287999.61,43588120.07,2005,1401.0,7197.0,1.0,5.0,8598.0,2.6666666666666665,26.666666666666668
Pennsylvania,2006-01-01,11310.21,10717.91,70017726.55,66351011.45,2006,2209.0,8061.0,2.0,6.0,10995.0,3.6666666666666665,36.666666666666664
Pennsylvania,2007-01-01,11645.07,11154.72,93640015.04,89697052.13,2007,3255.0,10329.0,2.0,7.000000000000001,13584.0,5.0,50.0
Pennsylvania,2008-01-01,11154.72,10559.04,210424864.1,199187761.8,2008,8027.0,15910.0,5.0,11.0,23937.0,5.8,57.99999999999999
Pennsylvania,2009-01-01,10952.74,10615.79,274555576.09,266109140.18,2009,6973.0,24100.0,5.0,16.0,31509.0,5.5,55.00000000000001
Pennsylvania,2010-01-01,10672.25,10653.25,280696019.3,280196263.78,2010,6816.0,24980.0,5.0,17.0,32043.0,5.75,57.49999999999999
Pennsylvania,2011-01-01,10836.48,10513.02,253236040.25,245677182.16,2011,9112.69,23756.53,6.0,16.0,33037.0,5.75,57.49999999999999
Pennsylvania,2012-01-01,10373.9,10107.13,225694497.22,219890591.08,2012,7815.1,20711.59,5.0,14.000000000000002,28790.0,5.25,52.5
Pennsylvania,2013-01-01,10136.66,9834.75,203059606.72,197011677.38,2013,7442.09,17910.47,5.0,12.0,25622.0,5.25,52.5
Pennsylvania,2014-01-01,9587.59,9303.74,197044315.25,191210544.95,2014,7584.94,17025.13,5.0,12.0,25146.0,6.0,60.0
Pennsylvania,2015-01-01,9296.56,9153.81,192572394.81,189615270.77,2015,8344.59,17093.4,6.0,12.0,26038.0,6.0,60.0
Pennsylvania,2016-01-01,9962.9,10025.05,228119900.42,229542943.55,2016,8994.82,16819.76,6.0,12.0,26803.0,4.5,45.0
Pennsylvania,2017-01-01,11288.53,11204.61,272236110.96,270212256.79,2017,9316.22,18844.06,7.000000000000001,13.0,28833.0,5.25,52.5
Pennsylvania,2018-01-01,12258.52,11865.79,310165797.38,300228995.75,2018,9983.71,19726.16,7.000000000000001,14.000000000000002,30527.0,5.75,57.49999999999999
Pennsylvania,2019-01-01,10289.55,9923.22,367337235.24,354259205.52,2019,13725.78,29140.88,10.0,20.0,44756.0,5.5,55.00000000000001
Pennsylvania,2020-01-01,10802.81,10670.53,402677477.47,397746763.72,2020,15058.87,32046.07,11.0,22.0,48749.0,5.75,57.49999999999999
Pennsylvania,2021-01-01,13449.98,13449.98,365996439.97,365996439.97,2021,11396.25,26570.5,8.0,19.0,40562.0,6.0,60.0
Pennsylvania,2022-01-01,11817.1,11817.1,375284777.32,375284777.32,2022,14302.29,28290.1,10.0,20.0,45164.0,6.0,60.0
Pennsylvania,2023-01-01,13983.19,13983.19,446622740.57,446622740.57,2023,16957.52,34140.91,12.0,25.0,52962.0,6.0,60.0
Rhode Island,2002-01-01,,0.0,,0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2003-01-01,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2004-01-01,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2005-01-01,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2006-01-01,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2007-01-01,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2008-01-01,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2009-01-01,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,2010-01-01,13497.36,8201.16,1700667.97,1033346.13,2010,0.0,126.0,0.0,1.0,126.0,10.0,100.0
Rhode Island,2011-01-01,13473.33,7956.36,1697640.08,1002501.72,2011,0.0,126.0,0.0,1.0,126.0,10.0,100.0
Rhode Island,2012-01-01,13287.13,4625.22,1435009.61,499523.35,2012,0.0,108.0,0.0,1.0,108.0,10.0,100.0
Rhode Island,2013-01-01,12945.44,12559.87,1864142.99,1808621.33,2013,0.0,144.0,0.0,1.0,144.0,10.0,100.0
Rhode Island,2014-01-01,13216.36,10949.99,3092627.49,2562297.32,2014,0.0,234.0,0.0,2.0,234.0,10.0,100.0
Rhode Island,2015-01-01,12664.55,12470.07,3875351.83,3815842.28,2015,0.0,306.0,0.0,3.0,306.0,10.0,100.0
Rhode Island,2016-01-01,13590.17,8655.25,8072563.1,5141220.95,2016,0.0,594.0,0.0,5.0,594.0,10.0,100.0
Rhode Island,2017-01-01,12771.68,6599.9,12873854.4,6652702.11,2017,0.0,1008.0,0.0,9.0,1008.0,10.0,100.0
Rhode Island,2018-01-01,14519.6,7225.17,15681164.2,7803183.2,2018,0.0,1080.0,0.0,10.0,1080.0,10.0,100.0
Rhode Island,2019-01-01,14735.43,8050.52,15914268.26,8694557.16,2019,0.0,1080.0,0.0,10.0,1080.0,10.0,100.0
Rhode Island,2020-01-01,12844.16,11580.67,18238711.98,16444557.01,2020,0.0,1420.0,0.0,13.0,1420.0,10.0,100.0
Rhode Island,2021-01-01,10930.03,8960.75,20198701.43,16559461.65,2021,0.0,1848.0,0.0,16.0,1848.0,10.0,100.0
Rhode Island,2022-01-01,9375.0,7405.0,22162511.62,17505413.8,2022,0.0,2364.0,0.0,21.0,2364.0,10.0,100.0
Rhode Island,2023-01-01,9497.39,7121.38,22451838.0,16834943.0,2023,0.0,2364.0,0.0,22.0,2364.0,10.0,100.0
South Carolina,2002-01-01,,2949.94,,47199024.41,2002,350.0,15650.0,1.0,28.999999999999996,16000.0,7.0,70.0
South Carolina,2003-01-01,2937.96,2530.37,50764979.35,43722311.53,2003,955.0,16324.0,2.0,32.0,17279.0,7.0,70.0
South Carolina,2004-01-01,2954.96,2513.73,54846962.31,46657251.92,2004,740.0,17821.0,1.0,33.0,18561.0,7.0,70.0
South Carolina,2005-01-01,2970.49,2439.04,51540994.53,42319758.48,2005,480.0,16871.0,1.0,30.0,17351.0,7.0,70.0
South Carolina,2006-01-01,5715.93,1826.22,114987270.77,36738116.51,2006,2362.0,17755.0,4.0,31.0,20117.0,7.0,70.0
South Carolina,2007-01-01,6705.49,6423.14,98735160.29,56008563.77,2007,349.0,21367.0,1.0,38.0,21716.0,6.5,65.0
South Carolina,2008-01-01,6532.34,6183.5,77703377.18,59233125.46,2008,2196.0,20394.0,4.0,35.0,22590.0,6.5,65.0
South Carolina,2009-01-01,6019.98,5834.78,129334986.25,60036004.72,2009,2456.0,22410.0,4.0,38.0,24866.0,6.0,60.0
South Carolina,2010-01-01,5624.17,5614.15,117839473.09,52425850.65,2010,1745.0,22818.0,3.0,39.0,24563.0,6.0,60.0
South Carolina,2011-01-01,5784.56,5611.9,114860627.0,50982187.82,2011,2251.0,24267.0,4.0,41.0,26518.0,6.0,60.0
South Carolina,2012-01-01,4926.96,4800.26,120443207.74,49825228.18,2012,2511.0,26610.0,4.0,43.0,29121.0,6.0,60.0
South Carolina,2013-01-01,4800.26,4657.29,49825228.18,48341233.09,2013,2548.0,24929.0,4.0,40.0,27477.0,6.0,60.0
South Carolina,2014-01-01,5819.28,5647.0,67468984.89,65471472.0,2014,3885.9,23250.93,7.000000000000001,39.0,27426.0,6.0,60.0
South Carolina,2015-01-01,5829.78,5729.34,79270627.73,77936939.71,2015,2320.5,28101.5,4.0,47.0,30422.0,6.5,65.0
South Carolina,2016-01-01,6866.71,6909.55,100053834.5,100677984.01,2016,0.0,23536.0,0.0,40.0,23536.0,4.5,45.0
South Carolina,2017-01-01,4240.39,3836.85,102104420.31,92387622.83,2017,0.0,24079.0,0.0,41.0,24079.0,7.0,70.0
South Carolina,2018-01-01,3967.21,3525.03,109173751.92,97005390.78,2018,190.0,27253.0,0.0,46.0,27519.0,7.0,70.0
South Carolina,2019-01-01,3923.57,3482.53,112300327.65,99676851.85,2019,284.0,28137.0,0.0,47.0,28622.0,7.0,70.0
South Carolina,2020-01-01,3878.34,3530.2,112498870.74,102400435.39,2020,257.0,28683.0,0.0,47.0,29007.0,7.0,70.0
South Carolina,2021-01-01,5728.5,5304.59,121977007.64,112950554.35,2021,38.0,21061.0,0.0,35.0,21293.0,7.0,70.0
South Carolina,2022-01-01,4433.62,4101.88,112064281.19,103679079.32,2022,235.0,24968.0,0.0,43.0,25276.0,7.0,70.0
South Carolina,2023-01-01,4146.71,3900.19,109033553.0,102551686.0,2023,191.0,26038.0,0.0,44.0,26294.0,7.0,70.0
South Dakota,2002-01-01,,0.0,,0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2003-01-01,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2004-01-01,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2005-01-01,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2006-01-01,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2007-01-01,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2008-01-01,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2009-01-01,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2010-01-01,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2011-01-01,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2012-01-01,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2013-01-01,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2014-01-01,0.0,0.0,0.0,0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2015-01-01,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2016-01-01,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2017-01-01,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2018-01-01,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2019-01-01,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2020-01-01,0.0,0.0,0.0,0.0,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2021-01-01,0.0,0.0,0.0,0.0,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2022-01-01,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,2023-01-01,0.0,0.0,0.0,0.0,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tennessee,2002-01-01,,11139.54,,30032196.46,2002,842.0,1758.0,1.0,2.0,2696.0,8.0,80.0
Tennessee,2003-01-01,14649.85,8881.01,48051514.34,29129722.61,2003,800.0,2400.0,1.0,3.0,3280.0,8.0,80.0
Tennessee,2004-01-01,6386.0,6200.89,19419815.08,18856913.52,2004,616.0,2278.0,1.0,3.0,3041.0,8.0,80.0
Tennessee,2005-01-01,6285.64,5919.01,18856913.52,17757030.28,2005,500.0,2400.0,1.0,3.0,3000.0,9.0,90.0
Tennessee,2006-01-01,7211.6,6833.94,62149605.97,58894931.62,2006,414.0,8187.0,1.0,11.0,8618.0,9.0,90.0
Tennessee,2007-01-01,8910.6,6717.6,117593197.92,88652147.95,2007,753.0,12293.0,1.0,16.0,13197.0,9.0,90.0
Tennessee,2008-01-01,8991.17,6813.04,161085788.39,122062470.68,2008,791.0,17014.0,1.0,21.0,17916.0,9.0,90.0
Tennessee,2009-01-01,8792.91,6683.94,161472975.89,122743862.35,2009,666.0,17568.0,1.0,22.0,18364.0,9.0,90.0
Tennessee,2010-01-01,8411.57,6562.0,154520492.93,120543937.74,2010,649.0,17603.0,1.0,22.0,18370.0,9.0,90.0
Tennessee,2011-01-01,8640.43,6616.6,159441798.01,122096116.82,2011,644.0,17697.0,1.0,21.0,18453.0,9.0,90.0
Tennessee,2012-01-01,8326.78,6317.48,154953007.63,117562075.65,2012,601.0,17893.0,1.0,22.0,18609.0,9.0,90.0
Tennessee,2013-01-01,8224.85,6242.27,153056226.02,116162315.67,2013,601.0,17893.0,1.0,21.0,18609.0,9.0,90.0
Tennessee,2014-01-01,7979.88,6057.45,148497597.87,112723169.17,2014,601.0,17893.0,1.0,22.0,18609.0,9.0,90.0
Tennessee,2015-01-01,8784.79,6751.4,142963667.93,109872216.59,2015,525.59,15647.84,1.0,19.0,16274.0,9.0,90.0
Tennessee,2016-01-01,9102.47,6185.83,164900299.61,112062560.51,2016,585.08,17418.97,1.0,22.0,18116.0,5.0,50.0
Tennessee,2017-01-01,7833.74,5974.34,146020889.77,111361674.22,2017,800.0,17833.0,1.0,22.0,18640.0,5.0,50.0
Tennessee,2018-01-01,7780.41,5795.54,142801705.75,106371419.92,2018,330.0,18024.0,0.0,22.0,18354.0,7.0,70.0
Tennessee,2019-01-01,7835.48,5838.24,140090616.5,104381859.38,2019,67.0,17812.0,0.0,22.0,17879.0,7.0,70.0
Tennessee,2020-01-01,6915.07,5312.68,127686743.83,98098552.74,2020,208.0,18257.0,0.0,22.0,18465.0,8.0,80.0
Tennessee,2021-01-01,7804.64,6070.44,121760208.22,94704988.31,2021,642.0,14959.0,1.0,18.0,15601.0,9.0,90.0
Tennessee,2022-01-01,6865.92,5360.89,114207721.39,89173091.44,2022,1037.0,15597.0,1.0,19.0,16634.0,9.0,90.0
Tennessee,2023-01-01,6211.42,4823.07,110793070.0,86029013.0,2023,1098.0,16739.0,1.0,20.0,17837.0,9.0,90.0
Texas,2002-01-01,,5735.02,,844905793.78,2002,19741.0,127583.0,6.0,39.0,147324.0,2.0,20.0
Texas,2003-01-01,5497.23,5332.03,865802019.89,839784486.29,2003,13662.0,143074.0,4.0,43.0,157498.0,2.0,20.0
Texas,2004-01-01,5299.51,5145.9,882787839.37,857199405.7,2004,14283.0,151620.0,4.0,45.0,166579.0,2.0,20.0
Texas,2005-01-01,5105.5,4807.71,901360466.15,848786047.23,2005,15072.0,160789.0,4.0,46.0,176547.0,2.0,20.0
Texas,2006-01-01,4711.78,4465.03,858924125.35,813943658.08,2006,16464.0,165170.0,4.0,44.0,182293.0,2.0,20.0
Texas,2007-01-01,4772.34,4571.38,896359233.06,858615633.72,2007,16925.0,170313.0,4.0,45.0,187824.0,2.0,20.0
Texas,2008-01-01,5771.78,5463.56,1118969337.58,1059214170.47,2008,17895.0,175468.0,5.0,45.0,193869.0,2.0,20.0
Texas,2009-01-01,5783.12,5605.21,1159683930.46,1124007379.52,2009,18967.0,181008.0,5.0,45.0,200529.0,2.0,20.0
Texas,2010-01-01,5451.12,5643.72,1170323248.34,1211672863.74,2010,21578.0,192594.0,6.0,50.0,214694.0,2.0,20.0
Texas,2011-01-01,5552.74,5386.99,1245512025.25,1208334660.47,2011,23618.0,200181.0,6.0,52.0,224306.0,2.0,20.0
Texas,2012-01-01,4713.59,4509.0,1060731810.71,1014692856.05,2012,21505.0,203143.0,5.0,51.0,225037.0,2.0,20.0
Texas,2013-01-01,4697.17,4481.72,1068865620.08,1019837783.13,2013,22120.0,205056.0,6.0,52.0,227555.0,2.0,20.0
Texas,2014-01-01,4783.37,4570.91,1082122888.34,1034058260.28,2014,22565.0,203648.0,6.0,52.0,226226.0,2.0,20.0
Texas,2015-01-01,4780.98,4635.67,1049368193.69,1017473420.41,2015,28614.0,189796.0,7.000000000000001,48.0,219488.0,2.0,20.0
Texas,2016-01-01,5338.46,5298.49,1177877339.73,1169059539.11,2016,25779.0,194861.0,7.000000000000001,49.0,220640.0,4.0,40.0
Texas,2017-01-01,5077.25,4969.18,1137882727.53,1113662329.43,2017,27588.0,196526.0,7.000000000000001,49.0,224114.0,3.0,30.0
Texas,2018-01-01,4666.26,4450.86,1080168153.6,1030306513.31,2018,32568.0,198917.0,8.0,49.0,231485.0,5.0,50.0
Texas,2019-01-01,4551.41,4315.66,1087428209.08,1031101662.4,2019,35271.0,203650.0,9.0,49.0,238921.0,4.0,40.0
Texas,2020-01-01,5324.88,4943.07,1249285389.04,1155353596.95,2020,37097.0,211269.0,9.0,51.0,248366.0,5.0,50.0
Texas,2021-01-01,6609.43,4370.59,1234362417.2,794725704.88,2021,26425.0,169796.0,7.000000000000001,41.0,196221.0,4.0,40.0
Texas,2022-01-01,4931.32,4180.21,1096842943.33,929778318.77,2022,34148.0,188276.0,9.0,47.0,222424.0,4.0,40.0
Texas,2023-01-01,4234.56,4234.56,940818031.0,940818031.0,2023,40455.0,202520.0,11.0,52.0,243592.0,4.0,40.0
Utah,2002-01-01,,0.0,,0.0,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2003-01-01,0.0,0.0,0.0,0.0,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2004-01-01,0.0,0.0,0.0,0.0,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2005-01-01,0.0,0.0,0.0,0.0,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2006-01-01,0.0,0.0,0.0,0.0,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2007-01-01,0.0,0.0,0.0,0.0,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2008-01-01,0.0,0.0,0.0,0.0,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2009-01-01,0.0,0.0,0.0,0.0,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2010-01-01,0.0,0.0,0.0,0.0,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2011-01-01,0.0,0.0,0.0,0.0,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2012-01-01,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2013-01-01,0.0,0.0,0.0,0.0,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2014-01-01,0.0,0.0,0.0,0.0,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2015-01-01,0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2016-01-01,0.0,0.0,0.0,0.0,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2017-01-01,0.0,0.0,0.0,0.0,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2018-01-01,0.0,0.0,0.0,0.0,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2019-01-01,0.0,0.0,0.0,0.0,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utah,2020-01-01,3706.63,3661.24,8369564.79,8267080.96,2020,518.94,1702.77,1.0,3.0,2258.0,2.0,20.0
Utah,2021-01-01,4051.18,1036.98,8438615.78,2160038.34,2021,517.0,1566.0,1.0,3.0,2083.0,3.0,30.0
Utah,2022-01-01,4006.43,2354.31,11270079.91,6622660.04,2022,871.0,1942.0,2.0,4.0,2813.0,3.0,30.0
Utah,2023-01-01,4816.65,3097.63,9570681.0,6154997.0,2023,663.0,1324.0,1.0,3.0,1987.0,5.0,50.0
Vermont,2002-01-01,,2760.2,,2762962.07,2002,369.0,620.0,5.0,9.0,1001.0,5.0,50.0
Vermont,2003-01-01,2396.78,2324.75,2660422.15,2580475.9,2003,456.0,644.0,7.000000000000001,10.0,1110.0,5.0,50.0
Vermont,2004-01-01,4645.86,4511.2,12792152.62,12421360.07,2004,711.0,2369.0,11.0,36.0,3094.0,5.5,55.00000000000001
Vermont,2005-01-01,5713.53,5380.28,17046695.08,16052397.99,2005,799.0,2814.0,13.0,45.0,3634.0,5.5,55.00000000000001
Vermont,2006-01-01,5203.5,4931.0,17038241.67,16145976.51,2006,890.0,2966.0,14.000000000000002,47.0,3934.0,5.5,55.00000000000001
Vermont,2007-01-01,4933.71,4725.97,17174928.18,16451731.96,2007,1028.0,2908.0,16.0,45.0,3961.0,5.5,55.00000000000001
Vermont,2008-01-01,3906.7,3698.07,15799756.66,14956018.53,2008,1096.0,3327.0,16.0,50.0,4438.0,5.5,55.00000000000001
Vermont,2009-01-01,6161.01,5971.47,24641544.36,23883471.16,2009,1120.0,3531.0,17.0,53.0,4658.0,4.0,40.0
Vermont,2010-01-01,6522.17,6510.56,26309650.0,26262807.9,2010,1082.0,3374.0,17.0,50.0,4470.0,4.0,40.0
Vermont,2011-01-01,4829.58,4685.42,26818676.2,26018163.89,2011,1166.0,4387.0,17.0,67.0,5553.0,4.0,40.0
Vermont,2012-01-01,8905.67,8676.65,45498221.27,44328199.8,2012,2149.39,3239.2,33.0,49.0,5790.0,4.0,40.0
Vermont,2013-01-01,8645.16,8387.67,50867331.55,49352298.44,2013,2270.69,3434.6,37.0,53.0,6121.0,4.0,40.0
Vermont,2014-01-01,9452.1,9172.26,56729341.32,53694401.28,2014,2345.48,3491.8,39.0,56.99999999999999,6266.4,4.0,40.0
Vermont,2015-01-01,9261.98,9119.75,59109587.23,56907241.77,2015,2524.28,3818.13,41.0,64.0,6829.0,4.0,40.0
Vermont,2016-01-01,10191.83,8546.95,74665348.03,62614956.03,2016,2708.0,4096.0,44.0,67.0,7326.0,5.0,50.0
Vermont,2017-01-01,9547.95,7928.48,85387318.68,70904372.46,2017,3603.0,4696.0,60.0,75.0,8943.0,7.0,70.0
Vermont,2018-01-01,10259.38,8280.6,90436478.45,72993470.47,2018,3840.0,4609.0,62.0,76.0,8815.0,7.0,70.0
Vermont,2019-01-01,10074.53,8158.97,90287929.33,73120682.94,2019,3897.41,4902.8,65.0,78.0,8962.0,7.0,70.0
Vermont,2020-01-01,8376.07,7456.53,71983941.0,64081408.04,2020,3472.0,4622.0,59.0,76.0,8594.0,7.0,70.0
Vermont,2021-01-01,10133.3,9114.27,66818966.51,60099509.93,2021,1778.0,3425.0,30.0,56.99999999999999,6594.0,7.0,70.0
Vermont,2022-01-01,9035.44,7806.61,68136245.03,58869677.47,2022,2287.0,3866.0,39.0,64.0,7541.0,7.0,70.0
Vermont,2023-01-01,9639.43,8243.59,80334987.0,68702087.21,2023,4011.0,3707.0,71.0,64.0,8334.0,7.0,70.0
Virginia,2002-01-01,,6394.01,,37583972.45,2002,0.0,5878.0,0.0,6.0,5878.0,5.0,50.0
Virginia,2003-01-01,6187.09,6001.16,36417191.59,35322847.29,2003,0.0,5886.0,0.0,6.0,5886.0,4.0,40.0
Virginia,2004-01-01,10486.77,5858.33,61431477.82,34318074.05,2004,0.0,5858.0,0.0,6.0,5858.0,5.0,50.0
Virginia,2005-01-01,10289.11,6073.59,106049807.01,62600519.12,2005,0.0,10307.0,0.0,11.0,10307.0,4.0,40.0
Virginia,2006-01-01,9543.99,5714.2,108257514.34,64816184.3,2006,0.0,11343.0,0.0,11.0,11343.0,6.0,60.0
Virginia,2007-01-01,9479.01,5765.28,118497065.17,72071731.75,2007,0.0,12501.0,0.0,13.0,12501.0,6.0,60.0
Virginia,2008-01-01,9089.58,5454.08,119300797.68,71584799.28,2008,0.0,13125.0,0.0,13.0,13125.0,6.0,60.0
Virginia,2009-01-01,9587.86,5949.76,139838983.67,86777244.33,2009,0.0,14585.0,0.0,14.000000000000002,14585.0,7.0,70.0
Virginia,2010-01-01,9299.56,6231.1,138972693.51,93117585.05,2010,0.0,14944.0,0.0,15.0,14944.0,7.0,70.0
Virginia,2011-01-01,8698.02,5453.59,138133289.91,86608479.61,2011,0.0,15881.0,0.0,15.0,15881.0,7.0,70.0
Virginia,2012-01-01,8409.83,5271.29,139754477.17,87598230.56,2012,0.0,16618.0,0.0,16.0,16618.0,6.0,60.0
Virginia,2013-01-01,8213.29,5078.89,142196728.02,87930806.11,2013,0.0,17313.0,0.0,17.0,17313.0,6.0,60.0
Virginia,2014-01-01,7977.64,4915.04,143765103.24,88573852.51,2014,0.0,18021.0,0.0,18.0,18021.0,6.0,60.0
Virginia,2015-01-01,7734.15,4840.92,141148195.66,88346778.64,2015,0.0,18250.0,0.0,18.0,18250.0,6.0,60.0
Virginia,2016-01-01,7714.53,4867.89,141607847.3,89355042.28,2016,0.0,18356.0,0.0,18.0,18356.0,5.0,50.0
Virginia,2017-01-01,7939.91,4967.22,143101006.87,89524179.58,2017,0.0,18023.0,0.0,18.0,18023.0,6.0,60.0
Virginia,2018-01-01,7866.28,4811.36,141270577.74,86407302.44,2018,0.0,17959.0,0.0,18.0,17959.0,6.0,60.0
Virginia,2019-01-01,7877.27,4784.45,139088994.47,84479024.67,2019,0.0,17657.0,0.0,17.0,17657.0,6.0,60.0
Virginia,2020-01-01,8730.71,4709.72,167271705.04,90233503.12,2020,0.0,19159.0,0.0,19.0,19159.0,6.0,60.0
Virginia,2021-01-01,9561.34,5668.9,172639534.18,102357743.45,2021,822.0,17234.0,1.0,17.0,18056.0,6.0,60.0
Virginia,2022-01-01,13262.47,13262.47,207525131.59,125282337.62,2022,2200.2,20075.8,2.0,20.0,22276.0,5.0,50.0
Virginia,2023-01-01,12066.58,12066.58,229122922.47,140416190.56,2023,2763.0,21388.0,3.0,21.0,24169.0,5.0,50.0
Washington,2002-01-01,,8525.02,,50647125.0,2002,1149.0,4785.0,1.0,6.0,5941.0,6.0,60.0
Washington,2003-01-01,13001.38,10869.51,74562934.3,62336652.88,2003,1006.0,4721.0,1.0,6.0,5735.0,6.0,60.0
Washington,2004-01-01,11749.27,10577.75,67605279.78,60864389.99,2004,1067.0,4685.0,1.0,6.0,5754.0,6.0,60.0
Washington,2005-01-01,11417.7,9958.9,65332071.77,56984844.09,2005,1081.0,4638.0,1.0,6.0,5722.0,6.0,60.0
Washington,2006-01-01,11719.3,9903.66,68089117.74,57540267.42,2006,1057.0,4752.0,1.0,6.0,5810.0,6.0,60.0
Washington,2007-01-01,10113.86,9687.99,59034596.74,56548787.39,2007,1163.0,4671.0,1.0,6.0,5837.0,9.0,90.0
Washington,2008-01-01,11356.95,10750.46,77238586.86,73113894.16,2008,1684.0,5117.0,2.0,6.0,6801.0,9.0,90.0
Washington,2009-01-01,10511.91,10188.52,85356700.46,82730784.39,2009,2026.0,6094.0,2.0,7.000000000000001,8120.0,9.0,90.0
Washington,2010-01-01,10081.84,10063.89,80916817.92,80772752.37,2010,1615.0,6411.0,2.0,7.000000000000001,8026.0,9.0,90.0
Washington,2011-01-01,10008.76,9710.01,80290250.58,77893661.97,2011,1372.0,6650.0,2.0,8.0,8022.0,9.0,90.0
Washington,2012-01-01,9738.1,9300.1,81712384.37,78037173.74,2012,1024.0,7367.0,1.0,8.0,8391.0,9.0,90.0
